Tracked Entity Instance ID,Attribute,Value
u18elULDj6n,GnL13HAVFOm,b'Male'
u18elULDj6n,ZkNZOxS24k7,b'1761/56'
u18elULDj6n,jWjSY7cktaQ,b'Saajana'
u18elULDj6n,sB1IHYu2xQT,b'Tusingwire'
u18elULDj6n,ENRjVGxVL6l,b'Mukiibi'
u18elULDj6n,Gy1jHsTp9P6,b'25'
igqxCky4ost,Ewi7FUfcHAD,b'162637952f'
igqxCky4ost,GnL13HAVFOm,b'Male'
igqxCky4ost,ZkNZOxS24k7,b'6449/93'
igqxCky4ost,jWjSY7cktaQ,b'Taavetti'
igqxCky4ost,sB1IHYu2xQT,b'Nandudu'
igqxCky4ost,ENRjVGxVL6l,b'Lwanga'
igqxCky4ost,Gy1jHsTp9P6,b'26'
Z1jjX4ibARk,Ewi7FUfcHAD,b'127378586d'
Z1jjX4ibARk,GnL13HAVFOm,b'Female'
Z1jjX4ibARk,ZkNZOxS24k7,b'5687/54'
Z1jjX4ibARk,jWjSY7cktaQ,b'Eadmund'
Z1jjX4ibARk,sB1IHYu2xQT,b'Nankya'
Z1jjX4ibARk,ENRjVGxVL6l,b'Musoke'
Z1jjX4ibARk,Gy1jHsTp9P6,b'43'
PndCqwGGa7j,Ewi7FUfcHAD,b'394478749r'
PndCqwGGa7j,GnL13HAVFOm,b'Male'
PndCqwGGa7j,ZkNZOxS24k7,b'9953/62'
PndCqwGGa7j,jWjSY7cktaQ,b'Baal-hermon'
PndCqwGGa7j,sB1IHYu2xQT,b'Kiconco'
PndCqwGGa7j,ENRjVGxVL6l,b'Atimango'
PndCqwGGa7j,Gy1jHsTp9P6,b'54'
tGOZspkuZ5C,Ewi7FUfcHAD,b'306548067m'
tGOZspkuZ5C,GnL13HAVFOm,b'Male'
tGOZspkuZ5C,ZkNZOxS24k7,b'7405/11'
tGOZspkuZ5C,jWjSY7cktaQ,b'Saagar'
tGOZspkuZ5C,sB1IHYu2xQT,b'Tumuhairwe'
tGOZspkuZ5C,ENRjVGxVL6l,b'Atuhaire'
tGOZspkuZ5C,Gy1jHsTp9P6,b'20'
mqM2vIslT3m,Ewi7FUfcHAD,b'916310325z'
mqM2vIslT3m,GnL13HAVFOm,b'Male'
mqM2vIslT3m,ZkNZOxS24k7,b'7844/32'
mqM2vIslT3m,jWjSY7cktaQ,b'Taban'
mqM2vIslT3m,sB1IHYu2xQT,b'Turyahebwa'
mqM2vIslT3m,ENRjVGxVL6l,b'Mugume'
mqM2vIslT3m,Gy1jHsTp9P6,b'32'
W6e4G1k7qiN,Ewi7FUfcHAD,b'317008781r'
W6e4G1k7qiN,GnL13HAVFOm,b'Male'
W6e4G1k7qiN,ZkNZOxS24k7,b'6510/13'
W6e4G1k7qiN,jWjSY7cktaQ,b'Zacharia'
W6e4G1k7qiN,sB1IHYu2xQT,b'Twinamatsiko'
W6e4G1k7qiN,ENRjVGxVL6l,b'Kavuma'
W6e4G1k7qiN,Gy1jHsTp9P6,b'32'
BqbgP94qD0m,Ewi7FUfcHAD,b'546999620t'
BqbgP94qD0m,GnL13HAVFOm,b'Male'
BqbgP94qD0m,ZkNZOxS24k7,b'6689/82'
BqbgP94qD0m,jWjSY7cktaQ,b'Dacey'
BqbgP94qD0m,sB1IHYu2xQT,b'Karungi'
BqbgP94qD0m,ENRjVGxVL6l,b'Bogere'
BqbgP94qD0m,Gy1jHsTp9P6,b'55'
DAFNno2hgAl,Ewi7FUfcHAD,b'726964643f'
DAFNno2hgAl,GnL13HAVFOm,b'Male'
DAFNno2hgAl,ZkNZOxS24k7,b'4870/42'
DAFNno2hgAl,jWjSY7cktaQ,b'Zack'
DAFNno2hgAl,sB1IHYu2xQT,b'Muhumuza'
DAFNno2hgAl,ENRjVGxVL6l,b'Mukiibi'
DAFNno2hgAl,Gy1jHsTp9P6,b'50'
T48Dl655KY1,Ewi7FUfcHAD,b'659804818u'
T48Dl655KY1,GnL13HAVFOm,b'Female'
T48Dl655KY1,ZkNZOxS24k7,b'4928/29'
T48Dl655KY1,jWjSY7cktaQ,b'Zaccheus'
T48Dl655KY1,sB1IHYu2xQT,b'Adongo'
T48Dl655KY1,ENRjVGxVL6l,b'Katongole'
T48Dl655KY1,Gy1jHsTp9P6,b'29'
WAS7SVOu9yo,Ewi7FUfcHAD,b'322011249k'
WAS7SVOu9yo,GnL13HAVFOm,b'Male'
WAS7SVOu9yo,ZkNZOxS24k7,b'5101/38'
WAS7SVOu9yo,jWjSY7cktaQ,b'Caddaham'
WAS7SVOu9yo,sB1IHYu2xQT,b'Apiyo'
WAS7SVOu9yo,ENRjVGxVL6l,b'Ngabirano'
WAS7SVOu9yo,Gy1jHsTp9P6,b'61'
IGNcWTQ3pbA,Ewi7FUfcHAD,b'482280940g'
IGNcWTQ3pbA,GnL13HAVFOm,b'Female'
IGNcWTQ3pbA,ZkNZOxS24k7,b'3576/96'
IGNcWTQ3pbA,jWjSY7cktaQ,b'Yadgar'
IGNcWTQ3pbA,sB1IHYu2xQT,b'Auma'
IGNcWTQ3pbA,ENRjVGxVL6l,b'Opiyo'
IGNcWTQ3pbA,Gy1jHsTp9P6,b'34'
ILHYAsaqO7q,Ewi7FUfcHAD,b'571574578g'
ILHYAsaqO7q,GnL13HAVFOm,b'Male'
ILHYAsaqO7q,ZkNZOxS24k7,b'5703/46'
ILHYAsaqO7q,jWjSY7cktaQ,b'Saalih'
ILHYAsaqO7q,sB1IHYu2xQT,b'Mutonyi'
ILHYAsaqO7q,ENRjVGxVL6l,b'Wabwire'
ILHYAsaqO7q,Gy1jHsTp9P6,b'18'
Le9T3ZVpXe6,Ewi7FUfcHAD,b'560553062i'
Le9T3ZVpXe6,GnL13HAVFOm,b'Male'
Le9T3ZVpXe6,ZkNZOxS24k7,b'7222/87'
Le9T3ZVpXe6,jWjSY7cktaQ,b'Taban'
Le9T3ZVpXe6,sB1IHYu2xQT,b'Asio'
Le9T3ZVpXe6,ENRjVGxVL6l,b'Namayanja'
Le9T3ZVpXe6,Gy1jHsTp9P6,b'59'
jLOxE5fVa6X,Ewi7FUfcHAD,b'272336925h'
jLOxE5fVa6X,GnL13HAVFOm,b'Male'
jLOxE5fVa6X,ZkNZOxS24k7,b'4975/47'
jLOxE5fVa6X,jWjSY7cktaQ,b'Tabbart'
jLOxE5fVa6X,sB1IHYu2xQT,b'Kizito'
jLOxE5fVa6X,ENRjVGxVL6l,b'Acio'
jLOxE5fVa6X,Gy1jHsTp9P6,b'47'
AwpXWod2iEB,Ewi7FUfcHAD,b'780717618j'
AwpXWod2iEB,GnL13HAVFOm,b'Female'
AwpXWod2iEB,ZkNZOxS24k7,b'5732/47'
AwpXWod2iEB,jWjSY7cktaQ,b'Da'
AwpXWod2iEB,sB1IHYu2xQT,b'Nakamya'
AwpXWod2iEB,ENRjVGxVL6l,b'Muhindo'
AwpXWod2iEB,Gy1jHsTp9P6,b'27'
E7NdGOYd4Od,Ewi7FUfcHAD,b'773823929m'
E7NdGOYd4Od,GnL13HAVFOm,b'Female'
E7NdGOYd4Od,ZkNZOxS24k7,b'9298/36'
E7NdGOYd4Od,jWjSY7cktaQ,b'Saadiya'
E7NdGOYd4Od,sB1IHYu2xQT,b'Nanyanzi'
E7NdGOYd4Od,ENRjVGxVL6l,b'Tugume'
E7NdGOYd4Od,Gy1jHsTp9P6,b'62'
RX6lzjTAosn,Ewi7FUfcHAD,b'800760694h'
RX6lzjTAosn,GnL13HAVFOm,b'Female'
RX6lzjTAosn,ZkNZOxS24k7,b'8565/41'
RX6lzjTAosn,jWjSY7cktaQ,b'Eadgyth'
RX6lzjTAosn,sB1IHYu2xQT,b'Nambozo'
RX6lzjTAosn,ENRjVGxVL6l,b'Chelangat'
RX6lzjTAosn,Gy1jHsTp9P6,b'48'
DD7XVmX1TkJ,Ewi7FUfcHAD,b'622302258e'
DD7XVmX1TkJ,GnL13HAVFOm,b'Female'
DD7XVmX1TkJ,ZkNZOxS24k7,b'8952/77'
DD7XVmX1TkJ,jWjSY7cktaQ,b'Yadhana'
DD7XVmX1TkJ,sB1IHYu2xQT,b'Nantale'
DD7XVmX1TkJ,ENRjVGxVL6l,b'Nayiga'
DD7XVmX1TkJ,Gy1jHsTp9P6,b'48'
jDJgwEfQHfX,Ewi7FUfcHAD,b'547536449m'
jDJgwEfQHfX,GnL13HAVFOm,b'Male'
jDJgwEfQHfX,ZkNZOxS24k7,b'1889/69'
jDJgwEfQHfX,jWjSY7cktaQ,b'Eamon'
jDJgwEfQHfX,sB1IHYu2xQT,b'Nabirye'
jDJgwEfQHfX,ENRjVGxVL6l,b'Akello'
jDJgwEfQHfX,Gy1jHsTp9P6,b'47'
ong8o7muRwR,Ewi7FUfcHAD,b'156144798m'
ong8o7muRwR,GnL13HAVFOm,b'Female'
ong8o7muRwR,ZkNZOxS24k7,b'8359/15'
ong8o7muRwR,jWjSY7cktaQ,b'Yadavendra'
ong8o7muRwR,sB1IHYu2xQT,b'Namanya'
ong8o7muRwR,ENRjVGxVL6l,b'Namwanje'
ong8o7muRwR,Gy1jHsTp9P6,b'37'
lujxJ651SW6,Ewi7FUfcHAD,b'497845444l'
lujxJ651SW6,GnL13HAVFOm,b'Female'
lujxJ651SW6,ZkNZOxS24k7,b'3186/28'
lujxJ651SW6,jWjSY7cktaQ,b'Faaz'
lujxJ651SW6,sB1IHYu2xQT,b'Awino'
lujxJ651SW6,ENRjVGxVL6l,b'Musoke'
lujxJ651SW6,Gy1jHsTp9P6,b'40'
aO5oIzg8AhH,Ewi7FUfcHAD,b'647125282y'
aO5oIzg8AhH,GnL13HAVFOm,b'Male'
aO5oIzg8AhH,ZkNZOxS24k7,b'8082/79'
aO5oIzg8AhH,jWjSY7cktaQ,b'Eamon'
aO5oIzg8AhH,sB1IHYu2xQT,b'Nantongo'
aO5oIzg8AhH,ENRjVGxVL6l,b'Akello'
aO5oIzg8AhH,Gy1jHsTp9P6,b'60'
JUpu1wPYpgO,Ewi7FUfcHAD,b'636224855q'
JUpu1wPYpgO,GnL13HAVFOm,b'Male'
JUpu1wPYpgO,ZkNZOxS24k7,b'8951/77'
JUpu1wPYpgO,jWjSY7cktaQ,b'Yachak'
JUpu1wPYpgO,sB1IHYu2xQT,b'Mubiru'
JUpu1wPYpgO,ENRjVGxVL6l,b'Kansiime'
JUpu1wPYpgO,Gy1jHsTp9P6,b'46'
fnrssYQmSek,Ewi7FUfcHAD,b'724000272r'
fnrssYQmSek,GnL13HAVFOm,b'Male'
fnrssYQmSek,ZkNZOxS24k7,b'5385/68'
fnrssYQmSek,jWjSY7cktaQ,b'Taban'
fnrssYQmSek,sB1IHYu2xQT,b'Sunday'
fnrssYQmSek,ENRjVGxVL6l,b'Namulondo'
fnrssYQmSek,Gy1jHsTp9P6,b'39'
G4SjOtXMvbZ,Ewi7FUfcHAD,b'750259297f'
G4SjOtXMvbZ,GnL13HAVFOm,b'Male'
G4SjOtXMvbZ,ZkNZOxS24k7,b'1585/52'
G4SjOtXMvbZ,jWjSY7cktaQ,b'Eadgyth'
G4SjOtXMvbZ,sB1IHYu2xQT,b'Kyomukama'
G4SjOtXMvbZ,ENRjVGxVL6l,b'Nankya'
G4SjOtXMvbZ,Gy1jHsTp9P6,b'60'
MrRfQuQcWEv,Ewi7FUfcHAD,b'861223848o'
MrRfQuQcWEv,GnL13HAVFOm,b'Male'
MrRfQuQcWEv,ZkNZOxS24k7,b'1903/12'
MrRfQuQcWEv,jWjSY7cktaQ,b'Daarshik'
MrRfQuQcWEv,sB1IHYu2xQT,b'Nalukwago'
MrRfQuQcWEv,ENRjVGxVL6l,b'Ejang'
MrRfQuQcWEv,Gy1jHsTp9P6,b'28'
dIJSJ9oZW2M,Ewi7FUfcHAD,b'699990860f'
dIJSJ9oZW2M,GnL13HAVFOm,b'Female'
dIJSJ9oZW2M,ZkNZOxS24k7,b'3463/18'
dIJSJ9oZW2M,jWjSY7cktaQ,b'Ealdwode'
dIJSJ9oZW2M,sB1IHYu2xQT,b'Kakooza'
dIJSJ9oZW2M,ENRjVGxVL6l,b'Twinamatsiko'
dIJSJ9oZW2M,Gy1jHsTp9P6,b'37'
gz5SZvfD87M,Ewi7FUfcHAD,b'321354993a'
gz5SZvfD87M,GnL13HAVFOm,b'Female'
gz5SZvfD87M,ZkNZOxS24k7,b'3686/10'
gz5SZvfD87M,jWjSY7cktaQ,b'Naavah'
gz5SZvfD87M,sB1IHYu2xQT,b'Nampijja'
gz5SZvfD87M,ENRjVGxVL6l,b'Nanyonjo'
gz5SZvfD87M,Gy1jHsTp9P6,b'48'
YnGS8uFqXlq,Ewi7FUfcHAD,b'500610385q'
YnGS8uFqXlq,GnL13HAVFOm,b'Female'
YnGS8uFqXlq,ZkNZOxS24k7,b'1616/14'
YnGS8uFqXlq,jWjSY7cktaQ,b'Faalgun'
YnGS8uFqXlq,sB1IHYu2xQT,b'Turyasingura'
YnGS8uFqXlq,ENRjVGxVL6l,b'Kebirungi'
YnGS8uFqXlq,Gy1jHsTp9P6,b'48'
VFI4rorPT0D,Ewi7FUfcHAD,b'763512059a'
VFI4rorPT0D,GnL13HAVFOm,b'Female'
VFI4rorPT0D,ZkNZOxS24k7,b'3078/63'
VFI4rorPT0D,jWjSY7cktaQ,b'Daanveera'
VFI4rorPT0D,sB1IHYu2xQT,b'Namata'
VFI4rorPT0D,ENRjVGxVL6l,b'Byaruhanga'
VFI4rorPT0D,Gy1jHsTp9P6,b'55'
UIv9qHYdvxF,Ewi7FUfcHAD,b'752515674v'
UIv9qHYdvxF,GnL13HAVFOm,b'Female'
UIv9qHYdvxF,ZkNZOxS24k7,b'4969/62'
UIv9qHYdvxF,jWjSY7cktaQ,b'Yadavalli'
UIv9qHYdvxF,sB1IHYu2xQT,b'Olupot'
UIv9qHYdvxF,ENRjVGxVL6l,b'Kisakye'
UIv9qHYdvxF,Gy1jHsTp9P6,b'36'
RS6beutoM2V,Ewi7FUfcHAD,b'297616590e'
RS6beutoM2V,GnL13HAVFOm,b'Female'
RS6beutoM2V,ZkNZOxS24k7,b'6125/83'
RS6beutoM2V,jWjSY7cktaQ,b'Naathim'
RS6beutoM2V,sB1IHYu2xQT,b'Mirembe'
RS6beutoM2V,ENRjVGxVL6l,b'Namataka'
RS6beutoM2V,Gy1jHsTp9P6,b'22'
KmJFuLlJa3o,Ewi7FUfcHAD,b'707030063v'
KmJFuLlJa3o,GnL13HAVFOm,b'Male'
KmJFuLlJa3o,ZkNZOxS24k7,b'6731/64'
KmJFuLlJa3o,jWjSY7cktaQ,b'Eada'
KmJFuLlJa3o,sB1IHYu2xQT,b'Kyakimwa'
KmJFuLlJa3o,ENRjVGxVL6l,b'Tushemerirwe'
KmJFuLlJa3o,Gy1jHsTp9P6,b'57'
CvPjR9lO3C8,Ewi7FUfcHAD,b'658124215v'
CvPjR9lO3C8,GnL13HAVFOm,b'Female'
CvPjR9lO3C8,ZkNZOxS24k7,b'3185/30'
CvPjR9lO3C8,jWjSY7cktaQ,b'Bacia'
CvPjR9lO3C8,sB1IHYu2xQT,b'Ojok'
CvPjR9lO3C8,ENRjVGxVL6l,b'Byamugisha'
CvPjR9lO3C8,Gy1jHsTp9P6,b'24'
gpQe8VkBRvi,Ewi7FUfcHAD,b'451137001l'
gpQe8VkBRvi,GnL13HAVFOm,b'Male'
gpQe8VkBRvi,ZkNZOxS24k7,b'2086/61'
gpQe8VkBRvi,jWjSY7cktaQ,b'Taahira'
gpQe8VkBRvi,sB1IHYu2xQT,b'Achieng'
gpQe8VkBRvi,ENRjVGxVL6l,b'Tushabe'
gpQe8VkBRvi,Gy1jHsTp9P6,b'33'
VN1E3fRqSLc,Ewi7FUfcHAD,b'921549307j'
VN1E3fRqSLc,GnL13HAVFOm,b'Female'
VN1E3fRqSLc,ZkNZOxS24k7,b'3699/90'
VN1E3fRqSLc,jWjSY7cktaQ,b'Tabinda'
VN1E3fRqSLc,sB1IHYu2xQT,b'Mbambu'
VN1E3fRqSLc,ENRjVGxVL6l,b'Sunday'
VN1E3fRqSLc,Gy1jHsTp9P6,b'56'
GFOOtk0fY5v,Ewi7FUfcHAD,b'189748076l'
GFOOtk0fY5v,GnL13HAVFOm,b'Female'
GFOOtk0fY5v,ZkNZOxS24k7,b'2318/37'
GFOOtk0fY5v,jWjSY7cktaQ,b'Taban'
GFOOtk0fY5v,sB1IHYu2xQT,b'Turyahebwa'
GFOOtk0fY5v,ENRjVGxVL6l,b'Okurut'
GFOOtk0fY5v,Gy1jHsTp9P6,b'43'
gvRkWcd80kL,Ewi7FUfcHAD,b'265042952b'
gvRkWcd80kL,GnL13HAVFOm,b'Female'
gvRkWcd80kL,ZkNZOxS24k7,b'1598/78'
gvRkWcd80kL,jWjSY7cktaQ,b'Fabiana'
gvRkWcd80kL,sB1IHYu2xQT,b'Amongin'
gvRkWcd80kL,ENRjVGxVL6l,b'Namono'
gvRkWcd80kL,Gy1jHsTp9P6,b'51'
bZnFPPhx65E,Ewi7FUfcHAD,b'452061067r'
bZnFPPhx65E,GnL13HAVFOm,b'Male'
bZnFPPhx65E,ZkNZOxS24k7,b'9484/79'
bZnFPPhx65E,jWjSY7cktaQ,b'Z\xc3\xa9t\xc3\xa9ny'
bZnFPPhx65E,sB1IHYu2xQT,b'Akankwasa'
bZnFPPhx65E,ENRjVGxVL6l,b'Adeke'
bZnFPPhx65E,Gy1jHsTp9P6,b'45'
KNCwnnyDlsT,Ewi7FUfcHAD,b'755416527j'
KNCwnnyDlsT,GnL13HAVFOm,b'Male'
KNCwnnyDlsT,ZkNZOxS24k7,b'8777/21'
KNCwnnyDlsT,jWjSY7cktaQ,b'Fabrizius'
KNCwnnyDlsT,sB1IHYu2xQT,b'Mugoya'
KNCwnnyDlsT,ENRjVGxVL6l,b'Ahimbisibwe'
KNCwnnyDlsT,Gy1jHsTp9P6,b'44'
Ulnpsm1AZtk,Ewi7FUfcHAD,b'264748745o'
Ulnpsm1AZtk,GnL13HAVFOm,b'Female'
Ulnpsm1AZtk,ZkNZOxS24k7,b'4379/68'
Ulnpsm1AZtk,jWjSY7cktaQ,b'Eadweard'
Ulnpsm1AZtk,sB1IHYu2xQT,b'Amongin'
Ulnpsm1AZtk,ENRjVGxVL6l,b'Kule'
Ulnpsm1AZtk,Gy1jHsTp9P6,b'64'
Y1r2bXMRlhL,Ewi7FUfcHAD,b'748287693f'
Y1r2bXMRlhL,GnL13HAVFOm,b'Male'
Y1r2bXMRlhL,ZkNZOxS24k7,b'8483/81'
Y1r2bXMRlhL,jWjSY7cktaQ,b'Achen'
Y1r2bXMRlhL,sB1IHYu2xQT,b'Nakafeero'
Y1r2bXMRlhL,ENRjVGxVL6l,b'Namukasa'
Y1r2bXMRlhL,Gy1jHsTp9P6,b'39'
uNWPRoyRAqf,Ewi7FUfcHAD,b'290263644b'
uNWPRoyRAqf,GnL13HAVFOm,b'Male'
uNWPRoyRAqf,ZkNZOxS24k7,b'9459/84'
uNWPRoyRAqf,jWjSY7cktaQ,b'D\xe2\x80\x9al\xc2\x8d'
uNWPRoyRAqf,sB1IHYu2xQT,b'Nakafeero'
uNWPRoyRAqf,ENRjVGxVL6l,b'Chelangat'
uNWPRoyRAqf,Gy1jHsTp9P6,b'62'
KYyd2DKmEX2,Ewi7FUfcHAD,b'294024393y'
KYyd2DKmEX2,GnL13HAVFOm,b'Female'
KYyd2DKmEX2,ZkNZOxS24k7,b'3468/66'
KYyd2DKmEX2,jWjSY7cktaQ,b'Naamah'
KYyd2DKmEX2,sB1IHYu2xQT,b'Ogwang'
KYyd2DKmEX2,ENRjVGxVL6l,b'Ssentongo'
KYyd2DKmEX2,Gy1jHsTp9P6,b'38'
D17JljoWZZR,Ewi7FUfcHAD,b'403060020r'
D17JljoWZZR,GnL13HAVFOm,b'Female'
D17JljoWZZR,ZkNZOxS24k7,b'8082/29'
D17JljoWZZR,jWjSY7cktaQ,b'Daberath'
D17JljoWZZR,sB1IHYu2xQT,b'Nakazibwe'
D17JljoWZZR,ENRjVGxVL6l,b'Kamya'
D17JljoWZZR,Gy1jHsTp9P6,b'31'
cihJ6BZMqcX,Ewi7FUfcHAD,b'535191914d'
cihJ6BZMqcX,GnL13HAVFOm,b'Male'
cihJ6BZMqcX,ZkNZOxS24k7,b'1333/88'
cihJ6BZMqcX,jWjSY7cktaQ,"b""D'or"""
cihJ6BZMqcX,sB1IHYu2xQT,b'Olupot'
cihJ6BZMqcX,ENRjVGxVL6l,b'Kyarisiima'
cihJ6BZMqcX,Gy1jHsTp9P6,b'29'
n4fivlE0bXW,Ewi7FUfcHAD,b'150236741l'
n4fivlE0bXW,GnL13HAVFOm,b'Female'
n4fivlE0bXW,ZkNZOxS24k7,b'7343/85'
n4fivlE0bXW,jWjSY7cktaQ,b'Naagpal'
n4fivlE0bXW,sB1IHYu2xQT,b'Odeke'
n4fivlE0bXW,ENRjVGxVL6l,b'Kagoya'
n4fivlE0bXW,Gy1jHsTp9P6,b'59'
LiDj1YEADAw,Ewi7FUfcHAD,b'474033091i'
LiDj1YEADAw,GnL13HAVFOm,b'Female'
LiDj1YEADAw,ZkNZOxS24k7,b'9665/80'
LiDj1YEADAw,jWjSY7cktaQ,b'Baalzebub'
LiDj1YEADAw,sB1IHYu2xQT,b'Ogwang'
LiDj1YEADAw,ENRjVGxVL6l,b'Kalema'
LiDj1YEADAw,Gy1jHsTp9P6,b'21'
u8RBjGaCetX,Ewi7FUfcHAD,b'955682553x'
u8RBjGaCetX,GnL13HAVFOm,b'Female'
u8RBjGaCetX,ZkNZOxS24k7,b'7463/24'
u8RBjGaCetX,jWjSY7cktaQ,b'Cade'
u8RBjGaCetX,sB1IHYu2xQT,b'Kusemererwa'
u8RBjGaCetX,ENRjVGxVL6l,b'Alum'
u8RBjGaCetX,Gy1jHsTp9P6,b'61'
rJvAwwMAU4x,Ewi7FUfcHAD,b'492124628n'
rJvAwwMAU4x,GnL13HAVFOm,b'Male'
rJvAwwMAU4x,ZkNZOxS24k7,b'3201/23'
rJvAwwMAU4x,jWjSY7cktaQ,b'Tabari'
rJvAwwMAU4x,sB1IHYu2xQT,b'Wabwire'
rJvAwwMAU4x,ENRjVGxVL6l,b'Aciro'
rJvAwwMAU4x,Gy1jHsTp9P6,b'25'
V4aJfzYtZua,Ewi7FUfcHAD,b'549992694e'
V4aJfzYtZua,GnL13HAVFOm,b'Female'
V4aJfzYtZua,ZkNZOxS24k7,b'7108/98'
V4aJfzYtZua,jWjSY7cktaQ,b'Fabian'
V4aJfzYtZua,sB1IHYu2xQT,b'Candiru'
V4aJfzYtZua,ENRjVGxVL6l,b'Katushabe'
V4aJfzYtZua,Gy1jHsTp9P6,b'34'
xOj3zDQfne2,Ewi7FUfcHAD,b'714726513k'
xOj3zDQfne2,GnL13HAVFOm,b'Female'
xOj3zDQfne2,ZkNZOxS24k7,b'8987/13'
xOj3zDQfne2,jWjSY7cktaQ,b'Zabdi'
xOj3zDQfne2,sB1IHYu2xQT,b'Kizito'
xOj3zDQfne2,ENRjVGxVL6l,b'Nagudi'
xOj3zDQfne2,Gy1jHsTp9P6,b'52'
FyAS4SUcQVF,Ewi7FUfcHAD,b'550819569m'
FyAS4SUcQVF,GnL13HAVFOm,b'Male'
FyAS4SUcQVF,ZkNZOxS24k7,b'3491/34'
FyAS4SUcQVF,jWjSY7cktaQ,b'Baahir'
FyAS4SUcQVF,sB1IHYu2xQT,b'Namata'
FyAS4SUcQVF,ENRjVGxVL6l,b'Komakech'
FyAS4SUcQVF,Gy1jHsTp9P6,b'21'
e4ACXGbfct0,Ewi7FUfcHAD,b'597267653b'
e4ACXGbfct0,GnL13HAVFOm,b'Male'
e4ACXGbfct0,ZkNZOxS24k7,b'3029/39'
e4ACXGbfct0,jWjSY7cktaQ,b'Zabby'
e4ACXGbfct0,sB1IHYu2xQT,b'Komakech'
e4ACXGbfct0,ENRjVGxVL6l,b'Mwesigye'
e4ACXGbfct0,Gy1jHsTp9P6,b'36'
P7CfmgU5jgf,Ewi7FUfcHAD,b'221908531g'
P7CfmgU5jgf,GnL13HAVFOm,b'Female'
P7CfmgU5jgf,ZkNZOxS24k7,b'2733/46'
P7CfmgU5jgf,jWjSY7cktaQ,b'Taarikaa'
P7CfmgU5jgf,sB1IHYu2xQT,b'Nanyanzi'
P7CfmgU5jgf,ENRjVGxVL6l,b'Mwanje'
P7CfmgU5jgf,Gy1jHsTp9P6,b'38'
lxvztysW8LL,Ewi7FUfcHAD,b'114660161g'
lxvztysW8LL,GnL13HAVFOm,b'Male'
lxvztysW8LL,ZkNZOxS24k7,b'2924/51'
lxvztysW8LL,jWjSY7cktaQ,b'Baasima'
lxvztysW8LL,sB1IHYu2xQT,b'Atuhaire'
lxvztysW8LL,ENRjVGxVL6l,b'Okello'
lxvztysW8LL,Gy1jHsTp9P6,b'56'
KMXj0yNKihR,Ewi7FUfcHAD,b'940698209f'
KMXj0yNKihR,GnL13HAVFOm,b'Male'
KMXj0yNKihR,ZkNZOxS24k7,b'3383/65'
KMXj0yNKihR,jWjSY7cktaQ,b'Tabansi'
KMXj0yNKihR,sB1IHYu2xQT,b'Kizito'
KMXj0yNKihR,ENRjVGxVL6l,b'Kembabazi'
KMXj0yNKihR,Gy1jHsTp9P6,b'49'
ahp6kfsQk9f,Ewi7FUfcHAD,b'636763783g'
ahp6kfsQk9f,GnL13HAVFOm,b'Male'
ahp6kfsQk9f,ZkNZOxS24k7,b'5672/62'
ahp6kfsQk9f,jWjSY7cktaQ,b'Saam'
ahp6kfsQk9f,sB1IHYu2xQT,b'Kyakimwa'
ahp6kfsQk9f,ENRjVGxVL6l,b'Nalwoga'
ahp6kfsQk9f,Gy1jHsTp9P6,b'59'
X3NK9oxnBkJ,Ewi7FUfcHAD,b'334244276v'
X3NK9oxnBkJ,GnL13HAVFOm,b'Male'
X3NK9oxnBkJ,ZkNZOxS24k7,b'3777/29'
X3NK9oxnBkJ,jWjSY7cktaQ,b'Daanveera'
X3NK9oxnBkJ,sB1IHYu2xQT,b'Niwagaba'
X3NK9oxnBkJ,ENRjVGxVL6l,b'Onyango'
X3NK9oxnBkJ,Gy1jHsTp9P6,b'21'
fjFL5xyM6j4,Ewi7FUfcHAD,b'272383241y'
fjFL5xyM6j4,GnL13HAVFOm,b'Female'
fjFL5xyM6j4,ZkNZOxS24k7,b'4389/69'
fjFL5xyM6j4,jWjSY7cktaQ,b'Caddaric'
fjFL5xyM6j4,sB1IHYu2xQT,b'Waiswa'
fjFL5xyM6j4,ENRjVGxVL6l,b'Nambi'
fjFL5xyM6j4,Gy1jHsTp9P6,b'40'
NbVgiUIMx9z,Ewi7FUfcHAD,b'706458992y'
NbVgiUIMx9z,GnL13HAVFOm,b'Male'
NbVgiUIMx9z,ZkNZOxS24k7,b'2964/82'
NbVgiUIMx9z,jWjSY7cktaQ,b'Saachee'
NbVgiUIMx9z,sB1IHYu2xQT,b'Tuhaise'
NbVgiUIMx9z,ENRjVGxVL6l,b'Kyaligonza'
NbVgiUIMx9z,Gy1jHsTp9P6,b'51'
HJGGv48Zi7L,Ewi7FUfcHAD,b'470670054y'
HJGGv48Zi7L,GnL13HAVFOm,b'Female'
HJGGv48Zi7L,ZkNZOxS24k7,b'4690/11'
HJGGv48Zi7L,jWjSY7cktaQ,b'Fabron'
HJGGv48Zi7L,sB1IHYu2xQT,b'Ayebazibwe'
HJGGv48Zi7L,ENRjVGxVL6l,b'Kansiime'
HJGGv48Zi7L,Gy1jHsTp9P6,b'64'
S2yNG86Cf78,Ewi7FUfcHAD,b'659721496i'
S2yNG86Cf78,GnL13HAVFOm,b'Male'
S2yNG86Cf78,ZkNZOxS24k7,b'3279/21'
S2yNG86Cf78,jWjSY7cktaQ,b'Baal-perazim'
S2yNG86Cf78,sB1IHYu2xQT,b'Odeke'
